age,job,marital,education,default,balance,housing,loan,uid
37,blue-collar,married,primary,no,1104,no,no,11331
32,management,single,tertiary,no,1160,yes,yes,10197
43,technician,married,secondary,no,282,no,yes,27642
37,technician,married,secondary,no,1580,no,no,22312
36,management,single,secondary,no,0,no,no,20805
58,services,married,secondary,no,1905,no,no,23359
45,services,married,secondary,no,1064,no,no,22592
70,retired,married,secondary,no,2815,no,no,43549
33,management,married,tertiary,no,0,yes,no,31705
32,self-employed,divorced,tertiary,no,3271,no,no,40940
29,management,single,secondary,no,966,no,no,44119
57,technician,married,tertiary,no,0,yes,yes,24257
37,self-employed,divorced,tertiary,yes,353,yes,yes,24935
37,technician,divorced,secondary,yes,0,no,yes,25532
34,blue-collar,married,secondary,no,42,yes,no,1046
28,management,single,tertiary,no,150,yes,no,1383
33,management,single,secondary,no,20600,no,no,26185
47,management,married,tertiary,no,4386,yes,no,16295
54,blue-collar,married,primary,no,258,no,no,39442
27,management,single,tertiary,no,377,no,no,41234
33,management,married,tertiary,no,0,no,no,23914
53,technician,married,secondary,no,5797,yes,no,29436
54,management,married,unknown,no,24,no,no,18769
41,admin.,single,secondary,no,2002,yes,no,38440
30,management,single,secondary,no,2143,yes,yes,21379
54,technician,divorced,secondary,no,0,yes,no,3845
47,management,married,tertiary,no,-488,yes,no,16925
44,management,single,tertiary,yes,12,yes,no,25853
44,blue-collar,married,secondary,no,78,yes,no,2248
37,blue-collar,single,secondary,no,0,no,no,26080
58,technician,married,secondary,no,99,no,no,44854
48,unemployed,married,secondary,no,855,yes,no,1887
50,blue-collar,married,secondary,no,253,yes,yes,34703
26,management,single,tertiary,no,6791,no,no,33859
26,blue-collar,married,secondary,yes,20,yes,no,1224
60,management,married,primary,no,130,no,no,27988
31,technician,married,secondary,no,1173,yes,no,14457
38,blue-collar,single,secondary,no,-56,yes,yes,9616
26,management,single,tertiary,no,498,yes,no,1587
53,entrepreneur,married,tertiary,no,22370,yes,no,3328
37,unemployed,married,secondary,no,63,no,no,30251
44,blue-collar,married,primary,no,134,yes,no,35235
28,blue-collar,single,secondary,no,121,no,no,30046
39,blue-collar,married,primary,no,2366,yes,no,32404
53,technician,divorced,secondary,no,173,no,yes,12489
41,services,married,secondary,no,0,yes,yes,36939
38,admin.,single,secondary,no,-23,no,no,26635
40,technician,divorced,secondary,no,275,no,no,20796
35,technician,married,tertiary,no,188,no,no,23018
50,entrepreneur,married,tertiary,no,52,no,no,18774
51,blue-collar,married,primary,no,1203,yes,yes,37481
56,self-employed,married,tertiary,no,349,yes,no,34307
37,technician,single,secondary,no,1012,yes,no,33622
55,services,married,unknown,no,2944,no,no,23211
30,admin.,single,secondary,no,28,no,no,44588
35,entrepreneur,single,tertiary,no,-15,yes,no,4808
33,management,divorced,tertiary,no,1,yes,no,30460
50,technician,married,secondary,no,3370,no,no,39882
36,blue-collar,married,secondary,no,153,yes,no,35983
48,unknown,married,unknown,no,286,no,no,17923
50,management,married,unknown,no,5043,yes,yes,31822
39,entrepreneur,married,secondary,no,680,yes,no,38397
30,blue-collar,married,primary,no,124,yes,no,3409
62,retired,married,secondary,no,1495,no,no,41787
30,technician,single,secondary,no,1625,yes,no,17039
34,technician,married,secondary,no,2726,yes,no,31801
44,admin.,single,secondary,no,985,yes,yes,36069
30,management,single,tertiary,no,1456,yes,no,26585
45,admin.,married,secondary,no,14,no,yes,39249
28,management,married,tertiary,no,12,yes,no,44751
47,blue-collar,married,secondary,no,11305,no,no,22322
57,entrepreneur,married,tertiary,no,234,no,no,16395
40,technician,single,secondary,no,1001,yes,yes,35357
51,blue-collar,single,primary,no,55,yes,no,39232
37,services,married,secondary,no,775,no,yes,16901
44,services,married,secondary,yes,-146,yes,no,14126
46,services,divorced,secondary,no,755,no,no,28005
75,retired,married,secondary,no,3771,no,no,43478
34,blue-collar,married,secondary,no,0,yes,yes,35143
49,blue-collar,married,primary,no,216,yes,no,1612
33,technician,married,secondary,no,7621,no,no,22255
50,management,married,tertiary,no,1240,no,no,20654
46,blue-collar,married,primary,no,2427,no,no,16297
36,housemaid,married,tertiary,no,147,yes,yes,16972
28,blue-collar,married,primary,no,60,yes,no,34873
35,management,married,tertiary,no,820,yes,no,1595
33,technician,divorced,secondary,no,9,no,no,22176
47,management,divorced,tertiary,no,428,yes,no,24835
45,blue-collar,married,primary,no,0,no,no,23124
41,unemployed,single,secondary,no,169,yes,no,36177
50,services,married,secondary,no,0,yes,no,17195
47,blue-collar,married,secondary,no,243,yes,no,29770
26,technician,single,secondary,no,7,yes,no,16012
48,management,married,tertiary,no,494,no,no,23913
36,self-employed,married,tertiary,no,1234,no,no,40486
42,management,married,tertiary,no,-100,yes,no,14583
72,retired,married,primary,no,4657,no,no,42546
52,admin.,divorced,secondary,no,1135,yes,no,37634
37,blue-collar,single,primary,no,914,no,no,10152
33,technician,married,secondary,no,806,no,no,32869
54,admin.,single,secondary,no,1178,yes,no,29713
52,management,married,primary,no,0,yes,yes,24218
55,technician,married,primary,no,818,yes,no,30080
45,management,divorced,secondary,no,644,yes,no,25556
60,management,married,tertiary,no,21088,yes,no,39608
31,management,single,tertiary,no,12857,yes,no,30618
80,retired,divorced,primary,no,5861,no,no,43538
27,management,single,tertiary,no,-98,yes,yes,3870
34,blue-collar,married,primary,no,147,yes,no,7963
41,services,married,primary,no,812,yes,yes,17520
57,technician,married,unknown,no,587,no,no,30524
31,technician,married,secondary,no,286,no,no,2096
56,admin.,single,secondary,no,1854,yes,no,35183
43,unemployed,married,primary,no,731,no,no,17714
44,services,married,secondary,no,1989,yes,yes,33441
56,management,married,tertiary,no,12356,yes,no,43791
56,blue-collar,married,secondary,no,605,no,yes,23274
34,technician,single,tertiary,no,242,yes,no,442
31,admin.,single,secondary,no,160,yes,yes,4488
44,admin.,single,secondary,no,946,yes,no,7881
34,management,married,tertiary,no,186,yes,no,37538
33,management,married,tertiary,no,644,yes,yes,29421
30,technician,single,tertiary,no,4060,no,no,42845
42,technician,married,secondary,no,234,no,no,30022
47,technician,married,tertiary,no,192,yes,no,5827
42,blue-collar,married,secondary,no,30,no,no,1353
40,blue-collar,married,secondary,no,1386,yes,yes,33266
46,entrepreneur,married,secondary,no,0,yes,yes,17508
32,technician,married,secondary,no,484,yes,no,43036
29,admin.,single,tertiary,no,1501,yes,no,39101
32,blue-collar,married,secondary,no,150,yes,no,1953
44,technician,married,secondary,no,5597,no,no,12060
58,blue-collar,married,primary,no,189,yes,no,31818
31,technician,married,secondary,no,141,no,no,21869
45,services,divorced,secondary,no,343,yes,no,34626
32,management,single,tertiary,no,2551,yes,no,15579
32,admin.,married,secondary,no,-1272,yes,no,9687
49,self-employed,single,secondary,no,766,yes,no,12964
56,blue-collar,married,primary,no,0,no,no,19735
28,management,single,tertiary,no,810,yes,no,30464
27,admin.,single,primary,no,528,yes,yes,39161
45,blue-collar,married,primary,no,1227,no,no,9132
48,technician,married,primary,no,235,no,no,44758
41,entrepreneur,married,tertiary,no,1065,yes,yes,7375
26,blue-collar,single,secondary,no,100,yes,no,1658
20,student,single,unknown,no,829,no,no,40560
36,blue-collar,single,secondary,no,110,no,no,13285
38,services,married,secondary,no,433,no,no,10167
43,blue-collar,married,primary,no,238,yes,yes,36545
44,entrepreneur,married,secondary,no,-20,no,no,6753
35,management,married,tertiary,no,697,no,no,40166
31,management,single,tertiary,no,63,no,no,21243
49,admin.,married,secondary,no,12226,yes,no,24352
18,student,single,primary,no,608,no,no,42275
25,blue-collar,married,secondary,no,0,no,yes,14729
42,management,divorced,tertiary,no,621,no,yes,16045
35,management,divorced,tertiary,no,505,no,no,16285
56,blue-collar,married,secondary,no,385,no,no,22042
60,management,divorced,tertiary,yes,20,no,yes,14589
47,services,divorced,secondary,no,-1730,yes,yes,39176
54,technician,single,secondary,no,473,yes,no,21321
23,entrepreneur,married,tertiary,no,489,no,yes,21316
45,services,married,secondary,no,0,no,no,8848
59,retired,married,primary,no,474,no,no,20900
44,blue-collar,married,primary,no,-89,no,yes,16226
36,blue-collar,married,secondary,no,0,no,no,3121
29,management,single,tertiary,no,1388,yes,no,38433
57,self-employed,married,tertiary,no,894,yes,no,24750
49,entrepreneur,single,tertiary,no,2209,no,no,41151
46,blue-collar,married,secondary,no,1004,yes,no,3267
42,management,married,tertiary,no,-1613,yes,no,12241
56,management,married,primary,no,870,no,no,42319
48,blue-collar,married,secondary,no,426,yes,yes,30480
48,management,married,primary,no,1513,no,no,28271
32,management,married,tertiary,no,1923,no,no,25666
35,unknown,divorced,primary,no,3888,no,no,26654
28,technician,single,tertiary,no,-31,yes,no,4185
43,services,married,secondary,no,68,yes,yes,38270
32,management,single,tertiary,no,819,yes,no,33494
57,management,married,tertiary,no,4185,yes,no,17002
26,technician,single,secondary,no,-168,no,yes,29566
43,admin.,single,secondary,no,733,yes,no,39440
61,housemaid,married,primary,no,182,no,no,45153
53,management,married,tertiary,no,1759,no,no,29299
31,admin.,single,tertiary,no,541,no,no,30429
34,blue-collar,married,primary,no,17946,yes,no,34859
56,retired,married,secondary,no,307,no,yes,13192
30,technician,single,secondary,no,158,no,no,41696
51,management,married,tertiary,no,285,no,no,30973
39,self-employed,married,primary,no,2165,yes,no,24833
57,retired,divorced,secondary,no,1486,no,no,40582
29,admin.,divorced,secondary,no,-254,yes,no,37818
59,blue-collar,married,primary,no,259,yes,yes,2850
45,technician,married,secondary,no,0,no,no,41012
43,blue-collar,married,secondary,no,105,no,yes,12660
41,blue-collar,married,primary,no,0,yes,no,35810
26,blue-collar,single,primary,no,102,yes,no,3735
43,admin.,married,secondary,no,506,no,no,11841
56,blue-collar,married,secondary,no,876,yes,no,39260
26,technician,single,tertiary,no,1066,no,no,43479
40,technician,divorced,secondary,no,237,no,no,22689
43,management,married,tertiary,no,690,yes,no,19383
52,services,married,tertiary,no,1135,yes,yes,2326
57,retired,married,secondary,no,919,yes,yes,4306
29,blue-collar,married,secondary,no,64,yes,yes,14279
71,retired,married,primary,no,10394,no,no,40767
36,admin.,married,secondary,no,286,yes,no,16167
44,entrepreneur,divorced,tertiary,no,134,yes,no,36684
58,management,divorced,tertiary,no,5,yes,no,9756
37,management,married,tertiary,no,3556,no,no,45157
32,management,married,primary,no,142,yes,no,2182
30,technician,single,secondary,no,237,yes,no,34524
48,blue-collar,married,primary,no,219,yes,no,7343
36,blue-collar,divorced,primary,no,553,no,no,10943
47,management,married,tertiary,no,393,yes,yes,15885
42,entrepreneur,married,tertiary,no,1068,yes,no,31955
27,management,married,secondary,no,2071,no,no,40061
44,unemployed,married,secondary,no,6178,no,no,29526
43,blue-collar,married,primary,no,-127,yes,no,6549
37,services,married,secondary,no,749,yes,no,31591
33,unemployed,single,secondary,no,2066,no,yes,44755
30,blue-collar,divorced,primary,no,511,yes,no,26739
27,self-employed,married,secondary,no,-220,yes,no,6001
54,blue-collar,married,secondary,no,-69,yes,no,5941
37,technician,married,unknown,no,189,no,no,41675
41,management,married,tertiary,no,666,yes,no,4824
52,management,divorced,tertiary,no,3,no,no,44055
50,management,divorced,tertiary,no,516,yes,yes,33383
57,management,married,secondary,no,1502,no,no,24650
26,technician,single,secondary,no,-213,no,yes,15836
31,technician,married,tertiary,no,344,no,no,20058
55,management,divorced,primary,no,3629,yes,no,7559
37,blue-collar,single,secondary,no,1184,yes,no,26629
49,housemaid,divorced,secondary,no,267,no,no,30979
42,technician,married,tertiary,no,-378,yes,yes,38724
48,management,married,tertiary,no,3842,no,no,39818
36,blue-collar,married,primary,no,871,yes,yes,24995
34,blue-collar,married,secondary,no,584,yes,no,15526
40,blue-collar,single,secondary,no,322,yes,no,35209
42,management,married,tertiary,no,144,no,no,42429
32,blue-collar,married,secondary,no,328,yes,no,4477
47,unemployed,married,tertiary,no,0,no,no,20493
64,retired,married,secondary,no,4787,no,no,42031
27,technician,single,secondary,no,489,yes,no,18190
45,technician,divorced,tertiary,no,378,yes,yes,37128
44,admin.,married,secondary,yes,-1249,yes,yes,4096
42,blue-collar,divorced,secondary,no,-135,yes,no,2666
35,admin.,single,secondary,no,847,yes,no,36475
29,admin.,single,secondary,no,305,yes,no,34996
41,management,married,tertiary,no,1715,no,yes,17946
56,unemployed,married,secondary,no,-246,no,yes,27865
72,retired,married,primary,no,3856,no,no,42482
55,services,married,secondary,no,283,yes,no,4107
34,blue-collar,married,primary,no,695,yes,yes,4036
32,blue-collar,single,secondary,no,3658,yes,yes,26772
42,blue-collar,married,secondary,no,-256,yes,no,32715
40,blue-collar,divorced,secondary,no,2540,yes,no,2920
30,self-employed,married,secondary,no,0,no,no,20579
32,technician,single,tertiary,no,127,no,no,19108
54,management,married,tertiary,no,384,yes,no,36667
32,blue-collar,single,primary,no,12,yes,no,2022
31,blue-collar,married,secondary,no,213,yes,no,4637
44,technician,divorced,secondary,no,0,no,no,17421
46,technician,divorced,tertiary,no,7318,no,no,12028
52,admin.,married,secondary,no,1236,yes,no,535
31,services,single,secondary,no,671,yes,no,1100
36,entrepreneur,married,tertiary,no,271,yes,no,6219
37,unemployed,married,tertiary,no,7620,no,no,43110
53,services,divorced,secondary,no,0,no,no,31329
34,technician,married,tertiary,no,5547,yes,no,21634
36,blue-collar,married,secondary,no,429,yes,no,7831
43,management,married,tertiary,no,2987,no,no,40077
45,services,married,secondary,no,475,yes,no,7726
54,self-employed,divorced,secondary,no,1374,yes,no,3408
40,self-employed,married,secondary,no,0,no,no,11407
56,blue-collar,divorced,primary,no,7396,yes,no,25986
32,services,single,secondary,no,310,yes,no,449
53,unknown,married,unknown,no,13,no,no,27735
36,self-employed,married,secondary,no,328,no,no,26857
30,admin.,married,secondary,no,4457,yes,no,27397
49,blue-collar,married,primary,no,3652,yes,yes,36152
61,retired,married,secondary,no,13164,no,no,40401
41,management,divorced,tertiary,no,1576,yes,no,2717
39,blue-collar,single,unknown,no,3912,yes,no,24105
38,blue-collar,married,secondary,no,0,yes,no,4444
37,admin.,single,secondary,no,810,yes,no,31778
35,housemaid,married,tertiary,no,303,no,no,18835
32,blue-collar,single,secondary,no,118,yes,no,15093
47,entrepreneur,married,tertiary,no,0,no,no,31083
54,technician,divorced,secondary,no,2156,yes,no,29506
37,management,single,unknown,no,146,yes,no,11965
47,technician,married,secondary,no,232,yes,no,34582
43,management,married,primary,no,8167,yes,no,4062
26,technician,single,tertiary,no,686,yes,no,7587
30,services,single,secondary,no,-114,yes,no,15641
31,technician,married,tertiary,no,3382,no,no,33888
30,management,single,tertiary,no,565,yes,no,45116
39,blue-collar,single,secondary,no,631,yes,no,36945
45,blue-collar,divorced,primary,no,-69,yes,no,37307
58,admin.,married,secondary,no,0,yes,no,14141
31,services,married,secondary,no,0,yes,no,28600
39,entrepreneur,single,unknown,no,879,yes,yes,28929
37,blue-collar,married,primary,no,461,yes,no,7845
42,unemployed,married,primary,no,75,yes,no,29901
50,management,married,secondary,no,2910,no,no,25950
57,technician,divorced,secondary,no,0,yes,no,2734
30,blue-collar,married,secondary,no,1,no,yes,13623
35,services,single,secondary,no,1239,yes,no,34616
35,management,married,tertiary,no,4943,yes,no,25096
31,services,single,secondary,no,78,yes,yes,12895
36,admin.,married,tertiary,no,586,yes,no,27906
39,blue-collar,single,secondary,no,1986,no,yes,11575
32,management,single,tertiary,no,5167,no,no,23036
33,technician,single,secondary,no,-242,yes,no,38099
39,blue-collar,married,secondary,no,474,yes,yes,6036
30,services,divorced,secondary,no,436,yes,no,43943
27,technician,single,secondary,no,18,no,no,28514
30,management,married,tertiary,no,549,no,no,23452
38,blue-collar,single,primary,no,1351,no,no,13819
59,management,married,tertiary,no,4152,yes,no,41673
59,retired,married,secondary,no,184,no,no,13037
48,technician,married,secondary,no,14148,yes,no,21387
38,admin.,married,secondary,no,1839,no,no,5568
53,blue-collar,married,primary,no,1409,yes,no,31536
32,blue-collar,married,secondary,no,1520,yes,no,25552
36,services,married,primary,no,92,yes,no,40185
30,management,single,tertiary,no,635,yes,no,8849
52,blue-collar,married,secondary,no,2231,yes,yes,4364
41,services,divorced,secondary,no,97,no,no,18139
63,retired,divorced,secondary,no,1490,no,no,43883
47,services,single,secondary,no,176,yes,no,163
47,services,married,secondary,no,4,no,no,40951
42,admin.,married,secondary,no,1133,yes,no,29978
27,student,single,tertiary,no,118,no,no,39450
54,services,married,secondary,no,2719,yes,no,24518
39,technician,divorced,tertiary,no,1832,no,no,10717
32,blue-collar,single,secondary,no,551,yes,no,41088
55,retired,married,primary,no,16432,no,no,41076
29,management,married,tertiary,no,2417,yes,no,35489
51,admin.,married,secondary,no,52,yes,yes,16519
30,student,single,tertiary,no,2766,no,no,27355
44,management,single,tertiary,no,825,yes,no,10206
56,retired,married,secondary,no,0,no,no,42733
57,retired,married,secondary,no,274,no,yes,12236
23,entrepreneur,single,secondary,no,1128,yes,no,38808
31,blue-collar,married,secondary,no,1981,yes,no,16181
34,self-employed,married,secondary,no,-56,yes,no,4381
29,management,married,tertiary,no,68,yes,no,8938
34,services,married,secondary,no,-538,yes,no,5742
36,admin.,married,secondary,no,606,yes,no,29372
27,services,single,secondary,no,777,yes,no,1693
46,blue-collar,married,secondary,no,9347,yes,no,25703
52,blue-collar,married,primary,no,36,no,no,20725
72,admin.,married,primary,no,2321,no,no,44144
41,management,married,tertiary,no,768,no,no,19724
38,services,married,tertiary,no,563,yes,no,35589
46,self-employed,married,secondary,no,156,no,no,33408
28,student,single,tertiary,no,1562,no,no,43051
37,blue-collar,married,primary,no,106,yes,no,41264
45,self-employed,married,unknown,no,-257,no,no,3695
36,technician,married,secondary,no,287,no,no,22571
46,blue-collar,married,primary,no,564,yes,no,17590
48,management,single,secondary,no,1106,no,yes,13119
72,retired,married,primary,no,0,no,no,44003
32,technician,single,secondary,no,260,yes,no,44684
34,services,married,secondary,no,2825,yes,no,36620
42,services,single,secondary,no,518,yes,no,533
27,admin.,single,secondary,no,1391,yes,no,6341
38,blue-collar,married,secondary,no,0,no,no,9164
36,management,married,primary,no,22856,no,no,9823
34,management,married,tertiary,no,336,yes,yes,1539
35,blue-collar,married,secondary,no,594,yes,no,9562
59,retired,married,secondary,no,1887,no,no,23556
35,admin.,divorced,secondary,no,-101,yes,yes,34817
40,technician,married,secondary,yes,0,no,no,23716
46,self-employed,married,secondary,no,-816,yes,yes,38224
29,entrepreneur,single,secondary,no,404,no,no,28706
49,admin.,divorced,secondary,no,2169,yes,no,12417
53,blue-collar,married,primary,no,0,yes,no,9305
32,technician,married,secondary,no,1389,yes,no,4973
28,technician,married,secondary,no,1180,yes,no,7370
32,technician,single,tertiary,no,705,yes,no,39526
54,housemaid,married,primary,no,470,no,no,22708
40,unknown,married,tertiary,no,119,no,no,21654
58,management,divorced,tertiary,no,5701,no,no,41056
32,blue-collar,married,primary,no,388,yes,no,32174
47,entrepreneur,married,unknown,no,676,yes,yes,38001
52,management,married,secondary,no,596,yes,no,28380
60,technician,married,secondary,no,824,yes,no,42953
52,blue-collar,married,primary,no,-27,no,no,23469
40,blue-collar,married,secondary,no,326,yes,yes,12858
36,management,married,tertiary,no,64,no,no,14802
44,management,divorced,secondary,no,0,yes,no,25825
31,blue-collar,married,primary,no,263,yes,no,38832
48,technician,married,secondary,no,219,yes,yes,7077
34,management,married,tertiary,no,402,yes,no,2532
30,blue-collar,single,secondary,no,79,no,no,5414
45,blue-collar,married,secondary,no,640,yes,no,34206
50,retired,married,secondary,no,0,yes,yes,10784
35,management,single,tertiary,no,0,no,no,22271
37,blue-collar,married,secondary,no,790,no,no,1905
49,services,married,secondary,no,494,no,no,10805
29,technician,single,secondary,no,281,yes,no,35615
30,admin.,married,secondary,no,1165,no,no,33414
38,admin.,divorced,secondary,no,-212,yes,no,6189
58,retired,married,secondary,no,0,no,no,21677
35,technician,single,secondary,no,126,no,no,22631
64,entrepreneur,married,tertiary,no,2331,no,no,42177
41,technician,married,tertiary,no,1517,no,no,19758
33,management,married,tertiary,no,0,yes,no,25514
26,blue-collar,married,primary,no,5116,yes,no,16054
34,unknown,married,secondary,no,1434,no,no,27430
30,technician,single,tertiary,no,1081,no,no,19398
53,technician,married,tertiary,no,988,no,no,21971
50,management,married,tertiary,no,85,no,yes,39809
55,admin.,married,secondary,no,-480,no,no,14947
49,technician,married,secondary,no,997,no,no,11181
44,admin.,married,secondary,no,26,yes,no,15878
42,blue-collar,single,primary,no,92,no,no,18011
29,technician,single,tertiary,no,2178,no,no,41949
39,services,married,tertiary,no,35,no,no,21917
40,blue-collar,married,primary,no,1841,yes,no,38638
28,admin.,married,secondary,no,330,no,no,42391
45,technician,married,secondary,no,0,yes,yes,12095
59,retired,married,primary,no,0,no,no,22557
52,unemployed,married,primary,no,426,no,no,40199
40,services,divorced,secondary,no,1155,no,yes,12556
20,student,single,secondary,no,1191,no,no,31049
48,management,divorced,unknown,no,343,no,no,29815
43,admin.,married,secondary,no,24,yes,no,35212
57,retired,married,primary,no,-12,no,yes,20412
54,unemployed,single,tertiary,no,252,yes,no,15587
54,services,married,secondary,no,1301,yes,no,2522
44,management,married,tertiary,no,647,no,no,10706
34,entrepreneur,married,tertiary,no,7962,yes,no,26373
24,student,single,secondary,no,1234,no,no,45113
42,entrepreneur,married,tertiary,no,5345,no,no,10050
60,retired,married,secondary,no,404,no,no,31255
35,management,single,tertiary,no,996,no,no,12108
46,unemployed,married,secondary,no,2551,no,no,20408
31,management,single,tertiary,no,153,no,no,30976
58,management,divorced,tertiary,no,1533,no,no,3647
30,technician,married,secondary,no,3123,yes,no,38717
37,technician,married,secondary,no,0,yes,no,32374
33,services,married,secondary,no,930,no,yes,16731
51,housemaid,married,secondary,yes,-1013,yes,no,5831
47,blue-collar,married,primary,no,4040,no,no,20242
41,technician,married,secondary,no,862,no,no,25212
36,self-employed,single,secondary,no,15,no,no,24758
48,admin.,married,secondary,no,182,yes,no,414
31,student,single,secondary,no,93,no,no,26026
35,admin.,divorced,secondary,no,20,no,yes,15075
56,services,married,secondary,no,4309,yes,no,9937
47,services,married,secondary,no,2070,yes,yes,5819
48,management,divorced,tertiary,no,657,no,yes,28543
30,unemployed,single,tertiary,no,302,no,no,31029
35,services,married,primary,no,14,no,yes,18346
54,blue-collar,married,primary,no,6812,yes,no,19448
32,blue-collar,married,secondary,no,523,yes,no,5619
56,blue-collar,married,unknown,no,22,yes,no,4034
26,entrepreneur,single,tertiary,no,81,no,no,15781
32,self-employed,married,primary,no,286,yes,no,19388
34,management,single,secondary,no,66,yes,no,1832
37,admin.,married,secondary,no,1345,yes,no,8658
59,management,single,tertiary,no,911,no,yes,9307
39,admin.,single,secondary,no,0,yes,no,9130
35,unemployed,single,secondary,no,947,yes,no,5757
43,management,single,tertiary,no,1046,no,no,9826
46,technician,single,secondary,no,182,no,no,21584
53,admin.,single,secondary,no,545,yes,no,36582
35,management,married,tertiary,no,47,no,yes,22056
31,management,married,tertiary,no,3897,yes,no,20041
51,housemaid,divorced,tertiary,no,370,yes,no,21744
35,blue-collar,single,primary,no,-230,yes,no,14331
37,blue-collar,married,primary,no,3154,yes,no,32760
40,management,married,tertiary,no,193,no,no,21240
34,admin.,married,unknown,no,3,yes,no,123
40,technician,married,secondary,no,336,no,no,23212
41,housemaid,married,secondary,no,13,no,no,20094
42,management,married,tertiary,no,1161,no,no,20359
36,technician,married,tertiary,no,404,no,no,10972
34,technician,single,tertiary,no,482,yes,no,33579
54,retired,married,secondary,no,2626,no,no,26021
27,technician,single,tertiary,no,372,yes,yes,16872
47,technician,married,secondary,no,302,yes,no,11822
35,technician,married,tertiary,no,7951,no,yes,9702
31,housemaid,married,secondary,no,12,yes,no,13764
30,management,single,tertiary,no,162,yes,no,4422
57,admin.,single,secondary,no,2223,no,no,40877
36,blue-collar,single,secondary,no,340,no,yes,10464
42,admin.,married,secondary,no,-396,yes,no,36130
43,technician,married,secondary,no,0,yes,yes,30074
43,housemaid,divorced,primary,no,0,no,no,10077
28,technician,single,tertiary,no,558,yes,no,38169
35,technician,married,secondary,no,0,no,no,20201
58,technician,married,secondary,no,2073,no,no,8285
67,management,married,tertiary,no,405,no,no,42195
49,technician,married,secondary,no,2765,no,no,20773
37,technician,single,secondary,no,0,no,no,9117
26,blue-collar,single,secondary,no,179,no,no,18084
39,admin.,married,secondary,no,260,yes,no,40834
43,blue-collar,married,primary,yes,0,no,yes,16048
57,management,married,tertiary,no,561,no,no,9016
24,student,single,secondary,no,228,no,no,39915
53,technician,married,secondary,no,180,no,yes,21489
59,housemaid,married,primary,no,153,no,no,12623
34,services,single,tertiary,no,3119,no,no,41857
27,technician,single,secondary,no,927,no,no,44937
32,services,married,secondary,no,3360,yes,yes,19704
33,services,divorced,secondary,no,44,no,yes,16368
28,technician,single,secondary,no,584,yes,no,37197
33,admin.,married,secondary,no,482,yes,no,29281
23,student,single,unknown,no,854,yes,no,6839
42,management,married,tertiary,no,11093,no,no,29394
45,management,married,tertiary,no,10,no,no,23153
33,blue-collar,single,primary,no,433,yes,no,38161
38,services,single,secondary,no,895,yes,no,36805
32,blue-collar,single,primary,no,354,no,no,16230
72,self-employed,married,tertiary,no,132,no,no,40402
58,management,married,tertiary,no,1313,no,no,41251
31,admin.,single,secondary,no,-449,yes,no,6828
42,management,married,tertiary,no,1767,yes,no,7622
42,services,married,unknown,no,-416,no,yes,17565
58,management,married,tertiary,no,361,no,no,21061
41,admin.,single,secondary,no,2790,yes,no,9058
28,blue-collar,married,primary,no,254,yes,no,33687
30,blue-collar,single,secondary,no,1165,yes,no,39021
59,retired,married,primary,no,4450,no,no,23741
42,housemaid,single,secondary,no,578,no,no,27890
59,housemaid,married,primary,no,370,yes,no,13633
32,technician,single,tertiary,no,35,no,no,22067
42,technician,single,secondary,no,716,yes,no,27225
59,blue-collar,married,primary,no,1227,no,no,24037
52,self-employed,married,tertiary,no,6657,no,no,34047
32,unemployed,married,secondary,no,11524,yes,no,25710
60,technician,married,secondary,no,955,no,no,21474
35,unknown,married,tertiary,no,1260,no,no,20209
34,technician,single,secondary,yes,-14,no,no,21010
39,technician,single,secondary,no,2321,no,yes,10618
52,management,married,tertiary,no,1545,no,no,11749
46,management,married,tertiary,no,2732,yes,no,31046
36,services,divorced,secondary,no,115,no,no,9716
23,student,single,secondary,no,431,no,no,43041
46,admin.,divorced,secondary,no,875,yes,yes,36409
33,blue-collar,divorced,secondary,no,744,yes,no,27582
45,admin.,married,secondary,no,295,yes,no,16237
32,technician,single,tertiary,no,654,yes,no,39522
44,blue-collar,married,secondary,no,594,no,no,10172
51,admin.,married,secondary,no,3025,no,no,35404
40,technician,married,secondary,no,84,yes,no,19986
45,admin.,married,secondary,no,111,yes,no,20322
35,blue-collar,married,primary,no,1749,yes,no,38895
30,technician,single,secondary,no,167,no,no,44776
36,services,divorced,primary,no,418,yes,no,35626
51,housemaid,married,unknown,no,819,no,no,10126
32,blue-collar,married,primary,no,206,yes,no,4556
42,admin.,divorced,secondary,no,146,yes,no,2823
31,blue-collar,single,secondary,no,2194,no,no,37404
27,services,divorced,secondary,no,10,yes,no,15966
25,admin.,single,secondary,no,285,no,no,40457
42,management,married,tertiary,no,603,yes,no,42160
48,blue-collar,married,primary,no,584,yes,no,2859
47,blue-collar,married,tertiary,no,1707,no,no,23426
47,management,divorced,tertiary,no,8226,yes,no,18008
31,technician,single,tertiary,no,849,no,no,25669
48,management,single,tertiary,no,906,yes,no,17831
47,management,divorced,tertiary,no,266,yes,no,1871
56,blue-collar,married,secondary,no,126,no,no,37560
39,services,single,secondary,no,3,no,yes,12537
33,technician,married,secondary,no,0,yes,yes,25991
46,management,single,tertiary,no,334,yes,no,34354
31,blue-collar,married,secondary,no,1787,yes,no,4666
40,management,single,tertiary,no,89,yes,no,18208
49,blue-collar,married,secondary,no,825,yes,no,15154
54,entrepreneur,married,secondary,no,0,no,yes,14722
45,services,divorced,secondary,no,1381,no,no,11428
