UID,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus
2325,Dec,4,Sunday,Pontiac,Urban,Tuesday,Nov,3,Male,Divorced
14021,May,1,Monday,Ford,Urban,Tuesday,May,1,Male,Married
11754,Aug,5,Monday,Honda,Urban,Wednesday,Sep,5,Male,Married
4869,Nov,5,Wednesday,Toyota,Urban,Monday,Dec,1,Male,Married
8580,Jul,1,Saturday,Pontiac,Urban,Wednesday,Jan,2,Female,Single
14344,Apr,4,Sunday,Toyota,Rural,Monday,Apr,4,Male,Single
5310,Dec,2,Tuesday,Accura,Urban,Friday,Jan,3,Male,Married
10121,Aug,5,Tuesday,Toyota,Urban,Friday,Sep,1,Male,Married
6280,Sep,3,Friday,Accura,Urban,Tuesday,Nov,3,Male,Married
10835,Jan,5,Friday,Honda,Urban,Wednesday,Feb,1,Male,Married
14858,Jun,1,Tuesday,Pontiac,Urban,Wednesday,Jun,2,Male,Married
2659,Nov,2,Monday,Honda,Urban,Tuesday,Nov,2,Male,Married
636,Nov,3,Sunday,Pontiac,Urban,Tuesday,Nov,4,Male,Single
5338,Jan,2,Saturday,Toyota,Urban,Monday,Jan,2,Female,Married
12252,Apr,3,Monday,Honda,Urban,Monday,Apr,3,Male,Married
13413,Nov,1,Thursday,Pontiac,Urban,Thursday,Nov,2,Female,Married
5703,Apr,1,Tuesday,Toyota,Urban,Wednesday,Apr,1,Male,Married
2448,Jun,3,Saturday,Toyota,Urban,Monday,Jun,3,Male,Single
5280,Feb,3,Friday,Mazda,Urban,Thursday,Feb,4,Male,Married
3389,Feb,1,Thursday,Pontiac,Urban,Monday,Feb,2,Male,Single
6828,Feb,3,Wednesday,Pontiac,Rural,Friday,Feb,3,Male,Married
12446,Aug,2,Tuesday,Chevrolet,Urban,Monday,Aug,3,Male,Married
5985,Aug,5,Monday,Mercury,Rural,Thursday,Oct,3,Male,Married
13836,Feb,4,Friday,Honda,Urban,Friday,Feb,4,Male,Married
10476,Jan,4,Wednesday,Mazda,Urban,Friday,Feb,3,Male,Married
9013,Jun,3,Sunday,Honda,Urban,Monday,Jun,3,Male,Single
4298,Oct,1,Wednesday,Honda,Urban,Monday,Oct,2,Male,Single
11179,Sep,1,Friday,Mazda,Urban,Friday,Sep,1,Male,Married
9073,Feb,4,Thursday,Pontiac,Urban,Tuesday,Mar,1,Male,Single
11558,May,2,Friday,Toyota,Urban,Tuesday,May,3,Male,Married
2409,Mar,3,Tuesday,Honda,Urban,Friday,Mar,3,Male,Married
42,Jul,1,Monday,Toyota,Urban,Monday,Jul,1,Female,Single
3983,Nov,1,Tuesday,Accura,Urban,Thursday,Nov,1,Male,Married
2477,Jun,2,Friday,Mazda,Urban,Friday,Jun,2,Male,Married
2689,Jun,2,Saturday,Honda,Rural,Monday,Jun,2,Male,Married
7644,Apr,2,Monday,Honda,Urban,Monday,Apr,3,Female,Single
5855,Dec,4,Saturday,Ford,Urban,Monday,Dec,4,Female,Single
2788,Apr,2,Tuesday,Saturn,Urban,Tuesday,Apr,3,Male,Single
5052,Jul,2,Tuesday,Toyota,Urban,Wednesday,Jul,4,Male,Married
14433,May,2,Saturday,Saturn,Urban,Wednesday,May,2,Male,Single
13263,Jul,1,Saturday,Pontiac,Urban,Tuesday,Jul,2,Male,Single
7680,Jan,3,Thursday,Pontiac,Urban,Wednesday,Jan,4,Male,Married
285,Dec,5,Tuesday,Honda,Urban,Tuesday,Jan,1,Male,Married
11940,Dec,5,Saturday,Honda,Urban,Thursday,Jan,4,Male,Single
1276,Feb,3,Monday,Toyota,Urban,Thursday,Feb,3,Male,Single
1636,Aug,3,Tuesday,Honda,Urban,Wednesday,Aug,3,Male,Single
9044,Oct,2,Tuesday,Toyota,Urban,Tuesday,Oct,2,Male,Single
13821,May,2,Wednesday,Toyota,Urban,Thursday,May,3,Male,Married
10778,Feb,3,Saturday,Pontiac,Urban,Sunday,Feb,3,Male,Married
4137,Nov,3,Wednesday,Chevrolet,Urban,Thursday,Nov,4,Male,Married
71,Jan,1,Tuesday,Mazda,Urban,Thursday,Jan,1,Male,Married
11116,Dec,5,Thursday,Pontiac,Urban,Thursday,Feb,1,Male,Married
4212,Jul,2,Wednesday,Mazda,Rural,Friday,Jul,3,Female,Married
4960,May,5,Sunday,Toyota,Urban,Friday,Jun,1,Male,Married
9019,May,1,Friday,Mazda,Urban,Monday,May,2,Male,Married
5056,Oct,3,Thursday,Pontiac,Rural,Thursday,Oct,3,Male,Married
5843,May,5,Sunday,Toyota,Urban,Monday,May,5,Male,Single
2885,Apr,3,Friday,Pontiac,Urban,Monday,Apr,3,Female,Single
5081,Oct,2,Wednesday,Pontiac,Urban,Wednesday,Oct,2,Male,Married
8582,Nov,5,Monday,Pontiac,Urban,Wednesday,Jan,2,Male,Married
14346,Apr,4,Thursday,Pontiac,Urban,Thursday,May,1,Male,Single
3411,Oct,2,Friday,Nisson,Urban,Thursday,Oct,3,Male,Married
10541,Jun,4,Monday,Honda,Urban,Wednesday,Jul,1,Male,Married
1617,Feb,5,Monday,Honda,Urban,Friday,Apr,1,Male,Single
735,Oct,1,Tuesday,Accura,Urban,Monday,Apr,3,Male,Married
5080,Oct,1,Thursday,Pontiac,Urban,Thursday,Oct,3,Male,Married
15249,Jul,4,Wednesday,Toyota,Urban,Friday,Aug,1,Male,Married
2534,Jan,4,Saturday,Toyota,Rural,Wednesday,Feb,2,Male,Married
2085,Jul,1,Monday,Toyota,Urban,Tuesday,Jul,1,Male,Married
959,May,4,Wednesday,Honda,Urban,Thursday,Jun,3,Female,Widow
4747,Apr,4,Tuesday,Honda,Urban,Tuesday,Apr,4,Male,Married
13769,Jan,1,Tuesday,Pontiac,Urban,Tuesday,Jan,1,Male,Single
12868,May,3,Friday,Toyota,Urban,Friday,Jun,2,Male,Single
529,Jan,2,Thursday,Ford,Urban,Thursday,Jan,4,Male,Married
7963,Nov,2,Sunday,Pontiac,Urban,Monday,Nov,3,Male,Married
10188,Dec,4,Monday,Pontiac,Urban,Tuesday,Jan,1,Male,Single
11290,Dec,1,Sunday,Mazda,Urban,Tuesday,Dec,1,Male,Married
13604,Sep,2,Saturday,Honda,Urban,Friday,Sep,3,Male,Married
3527,Jan,3,Monday,Pontiac,Urban,Monday,Jan,3,Male,Single
14396,Apr,1,Tuesday,Honda,Urban,Wednesday,May,1,Female,Married
884,May,3,Thursday,Toyota,Rural,Monday,May,4,Male,Married
89,Oct,4,Sunday,Honda,Urban,Monday,Oct,4,Male,Single
6658,Jun,4,Tuesday,Saab,Urban,Monday,Jun,4,Male,Single
6608,Sep,4,Thursday,Chevrolet,Urban,Thursday,Oct,3,Male,Married
350,Nov,1,Friday,Toyota,Urban,Friday,Nov,1,Male,Married
397,Aug,2,Monday,Toyota,Urban,Thursday,Aug,2,Male,Married
11482,Dec,3,Tuesday,Mazda,Urban,Tuesday,Dec,3,Male,Married
11158,Mar,5,Thursday,Mazda,Rural,Monday,Apr,1,Male,Married
388,Jan,1,Tuesday,Honda,Urban,Tuesday,Jan,1,Male,Single
9638,Aug,2,Friday,Toyota,Urban,Friday,Aug,2,Female,Single
1469,Jul,3,Monday,Chevrolet,Urban,Tuesday,Jul,4,Female,Single
11509,Jul,5,Saturday,Toyota,Urban,Tuesday,Sep,3,Male,Married
8422,Jan,5,Saturday,Toyota,Urban,Thursday,Feb,1,Male,Single
11959,Mar,1,Friday,Mazda,Urban,Tuesday,Mar,2,Male,Single
3745,Dec,2,Friday,Toyota,Urban,Tuesday,Dec,4,Female,Single
7209,Sep,3,Saturday,Honda,Urban,Wednesday,Sep,3,Female,Married
6065,Jul,4,Thursday,Honda,Urban,Friday,Jul,4,Female,Single
1968,Jan,3,Friday,Mazda,Urban,Monday,Jan,3,Male,Married
5202,Oct,5,Monday,Mazda,Urban,Tuesday,Oct,5,Male,Married
135,Mar,2,Sunday,Pontiac,Urban,Monday,Mar,2,Male,Married
1417,Mar,3,Thursday,Pontiac,Urban,Friday,Mar,3,Male,Married
2132,Sep,1,Tuesday,Honda,Urban,Tuesday,Sep,1,Female,Divorced
13315,Sep,4,Thursday,Pontiac,Rural,Wednesday,Sep,5,Male,Married
5484,Jun,2,Tuesday,Toyota,Urban,Wednesday,Jun,3,Male,Married
4099,Jun,2,Tuesday,Accura,Rural,Wednesday,Jun,2,Male,Married
11552,Sep,1,Thursday,Mazda,Urban,Monday,Sep,2,Male,Married
8813,Nov,4,Friday,Honda,Urban,Tuesday,Dec,2,Male,Married
8570,May,4,Sunday,Mazda,Rural,Tuesday,Jun,2,Male,Married
7239,Jun,2,Monday,Honda,Urban,Friday,Jun,3,Male,Married
2514,May,4,Saturday,Pontiac,Urban,Thursday,Jun,1,Male,Married
13540,Jan,4,Thursday,Pontiac,Urban,Friday,Jan,4,Male,Married
3717,Mar,3,Sunday,Honda,Urban,Monday,Mar,3,Male,Married
3410,Oct,3,Wednesday,Toyota,Urban,Monday,Nov,1,Male,Married
229,Oct,4,Wednesday,Pontiac,Urban,Thursday,Oct,4,Male,Married
12072,Jan,2,Sunday,Pontiac,Urban,Monday,Jan,2,Male,Single
9101,Jun,4,Monday,Pontiac,Urban,Monday,Jun,4,Male,Married
2453,Mar,3,Friday,Chevrolet,Urban,Tuesday,Mar,4,Male,Married
12438,Jan,2,Friday,Honda,Urban,Wednesday,Jan,4,Male,Single
13599,Feb,1,Monday,Toyota,Urban,Wednesday,Feb,2,Male,Married
15078,Sep,4,Monday,Toyota,Urban,Tuesday,Sep,4,Male,Married
10913,May,2,Tuesday,Pontiac,Urban,Tuesday,May,2,Female,Single
4206,May,2,Thursday,Pontiac,Urban,Friday,May,2,Male,Married
12813,May,2,Sunday,Toyota,Urban,Monday,May,4,Male,Single
1063,Feb,2,Monday,Chevrolet,Urban,Thursday,Feb,2,Male,Married
2341,Nov,5,Wednesday,Pontiac,Urban,Friday,Dec,1,Male,Single
11916,Feb,1,Saturday,Toyota,Urban,Tuesday,Feb,4,Female,Single
9006,Dec,5,Saturday,Pontiac,Rural,Wednesday,Jan,1,Male,Married
6635,Sep,4,Sunday,Honda,Urban,Monday,Oct,1,Male,Single
9590,Jul,3,Monday,Ford,Urban,Tuesday,Jul,4,Male,Married
11691,Jun,1,Tuesday,Toyota,Urban,Monday,Jun,2,Male,Married
6412,Apr,4,Thursday,Pontiac,Urban,Monday,May,1,Male,Married
5128,Feb,3,Monday,Toyota,Urban,Wednesday,Feb,3,Male,Single
2026,Mar,1,Saturday,Accura,Urban,Tuesday,Mar,2,Female,Married
13286,May,3,Monday,Mazda,Urban,Tuesday,May,3,Male,Married
9996,Feb,2,Thursday,Pontiac,Urban,Tuesday,Feb,3,Male,Single
14071,May,1,Thursday,Pontiac,Urban,Thursday,May,1,Male,Married
2439,Oct,5,Tuesday,Chevrolet,Urban,Monday,Nov,1,Male,Single
1766,Aug,3,Saturday,Pontiac,Urban,Tuesday,Aug,4,Male,Married
10488,Feb,4,Monday,Mazda,Urban,Tuesday,Feb,4,Male,Married
2419,Oct,1,Saturday,Pontiac,Urban,Monday,Oct,5,Male,Married
12615,Jan,5,Saturday,Chevrolet,Urban,Monday,Jan,5,Male,Married
13884,Feb,4,Friday,Accura,Urban,Thursday,Mar,1,Male,Married
499,Oct,3,Wednesday,Mazda,Urban,Wednesday,Oct,3,Male,Married
7503,Apr,1,Thursday,Pontiac,Urban,Wednesday,Apr,2,Male,Married
12985,Jun,5,Tuesday,Pontiac,Urban,Monday,Jul,1,Male,Married
8652,Jul,4,Sunday,Toyota,Urban,Monday,Jul,4,Male,Single
13076,Dec,1,Tuesday,Toyota,Urban,Wednesday,Dec,2,Male,Married
4944,Sep,1,Saturday,Toyota,Urban,Monday,Sep,1,Male,Married
5099,Jan,4,Saturday,Mazda,Urban,Monday,Jan,4,Male,Married
13515,Sep,5,Friday,Toyota,Urban,Tuesday,Oct,1,Male,Married
14304,Dec,3,Saturday,Saab,Urban,Monday,Dec,3,Male,Married
3713,Feb,3,Monday,Mazda,Urban,Tuesday,Feb,3,Male,Single
14088,Oct,4,Monday,Mazda,Urban,Monday,Oct,4,Male,Single
2441,Oct,4,Tuesday,Honda,Urban,Tuesday,Oct,4,Male,Single
12604,May,4,Tuesday,Mercury,Urban,Thursday,Jun,2,Male,Married
8192,Jan,2,Saturday,Honda,Urban,Monday,Jan,2,Male,Married
14836,Nov,4,Thursday,Toyota,Urban,Thursday,Nov,4,Male,Married
7306,Jun,3,Monday,Toyota,Urban,Wednesday,Jun,4,Male,Married
4821,Jul,3,Thursday,Honda,Urban,Monday,Jul,3,Male,Married
4426,Jun,4,Sunday,Pontiac,Urban,Wednesday,Jun,5,Male,Married
4048,Aug,1,Wednesday,Honda,Urban,Friday,Aug,1,Male,Single
121,Oct,2,Wednesday,Honda,Rural,Monday,Oct,3,Female,Married
4533,Jun,1,Sunday,Pontiac,Urban,Monday,Jun,4,Male,Married
3210,May,3,Thursday,Toyota,Urban,Thursday,May,3,Male,Married
4003,Jul,5,Saturday,Mazda,Urban,Wednesday,Aug,1,Male,Single
1810,Jun,3,Tuesday,Toyota,Urban,Wednesday,Jun,3,Male,Married
13562,Feb,2,Wednesday,Pontiac,Urban,Monday,Feb,2,Male,Married
4543,Mar,4,Wednesday,Pontiac,Urban,Tuesday,Mar,5,Male,Single
4748,Apr,4,Thursday,Toyota,Urban,Friday,May,1,Male,Single
7555,Oct,5,Saturday,Toyota,Urban,Tuesday,Nov,2,Male,Married
6301,Sep,1,Monday,Pontiac,Rural,Wednesday,Sep,2,Male,Single
11917,Nov,3,Tuesday,Toyota,Urban,Thursday,Feb,2,Male,Married
3753,Oct,4,Thursday,Chevrolet,Urban,Thursday,Nov,2,Male,Married
7639,Feb,2,Thursday,Pontiac,Urban,Monday,Feb,3,Male,Married
12696,May,1,Monday,Toyota,Urban,Wednesday,May,1,Female,Married
7241,May,3,Sunday,Toyota,Urban,Thursday,Jul,4,Male,Married
15332,Feb,1,Saturday,Chevrolet,Urban,Tuesday,Feb,2,Male,Married
11973,May,1,Thursday,Toyota,Urban,Friday,May,1,Male,Married
3919,Feb,4,Thursday,Honda,Urban,Thursday,Mar,1,Male,Single
11334,Sep,4,Tuesday,Toyota,Urban,Wednesday,Sep,4,Male,Married
14316,Aug,5,Wednesday,Honda,Urban,Thursday,Sep,1,Male,Married
14146,Apr,2,Thursday,Toyota,Urban,Tuesday,Apr,3,Male,Married
5549,Apr,4,Saturday,Ford,Urban,Monday,Apr,4,Male,Married
2073,Jun,5,Thursday,Toyota,Urban,Friday,Jul,1,Male,Single
2115,Aug,2,Friday,Accura,Urban,Tuesday,Sep,1,Male,Single
2118,May,4,Monday,Mazda,Urban,Friday,May,4,Female,Single
5368,Feb,3,Monday,Pontiac,Urban,Tuesday,Feb,4,Female,Single
10029,Aug,3,Saturday,Honda,Urban,Monday,Aug,4,Male,Single
13693,Feb,3,Wednesday,Pontiac,Rural,Wednesday,Jun,2,Male,Married
14831,Dec,3,Thursday,Mazda,Urban,Thursday,Dec,4,Male,Married
10720,Mar,3,Saturday,Accura,Urban,Monday,Mar,3,Male,Single
4998,Dec,3,Wednesday,Saab,Urban,Thursday,Dec,4,Male,Single
8874,Oct,3,Wednesday,Mazda,Urban,Wednesday,Oct,3,Female,Married
9113,Nov,4,Monday,Chevrolet,Urban,Monday,Nov,4,Male,Married
13020,Aug,1,Thursday,Toyota,Urban,Thursday,Aug,1,Male,Married
2966,Oct,1,Tuesday,Toyota,Urban,Tuesday,Oct,1,Male,Single
4764,Jun,4,Monday,Accura,Urban,Tuesday,Jun,5,Male,Married
4597,Dec,2,Friday,Honda,Urban,Friday,Dec,2,Female,Married
11101,Sep,1,Sunday,Pontiac,Urban,Monday,Sep,2,Male,Single
7530,Nov,3,Sunday,Toyota,Urban,Monday,Nov,4,Female,Married
10352,Feb,1,Friday,Honda,Urban,Friday,Feb,1,Male,Single
2890,Nov,3,Monday,Honda,Urban,Wednesday,Nov,3,Male,Married
8793,Jan,5,Monday,Pontiac,Urban,Thursday,Feb,1,Female,Single
2848,Feb,3,Monday,VW,Urban,Tuesday,Feb,4,Male,Married
3052,Jul,4,Tuesday,Mazda,Urban,Monday,Aug,1,Male,Single
9288,Oct,3,Monday,Pontiac,Urban,Monday,Oct,3,Male,Single
7867,Mar,5,Thursday,Pontiac,Urban,Thursday,Apr,1,Male,Married
4613,May,3,Sunday,Honda,Rural,Thursday,May,3,Female,Single
10868,Sep,4,Monday,Toyota,Urban,Monday,Sep,4,Male,Married
281,Dec,4,Tuesday,Pontiac,Urban,Friday,Jan,4,Male,Married
10404,Jan,5,Saturday,Accura,Urban,Monday,Feb,2,Female,Married
2599,Aug,4,Tuesday,Saab,Urban,Wednesday,Aug,4,Male,Married
10831,Jul,2,Sunday,VW,Urban,Wednesday,Jul,2,Male,Married
12910,Jul,1,Friday,Pontiac,Urban,Monday,Jul,3,Male,Married
11368,Apr,2,Friday,Honda,Urban,Monday,Apr,2,Female,Single
8835,Dec,2,Thursday,Honda,Rural,Tuesday,Dec,2,Male,Married
6754,Oct,2,Monday,Toyota,Urban,Monday,Oct,2,Male,Single
5048,Sep,5,Wednesday,Pontiac,Rural,Monday,Nov,2,Male,Divorced
13681,Sep,3,Thursday,Chevrolet,Urban,Thursday,Jan,1,Male,Married
6894,Jul,3,Tuesday,Honda,Urban,Wednesday,Jul,3,Male,Single
11433,Apr,5,Saturday,Mazda,Urban,Monday,May,1,Male,Married
11793,Apr,3,Thursday,Pontiac,Urban,Wednesday,Apr,4,Female,Married
6641,May,4,Monday,Pontiac,Urban,Monday,May,5,Male,Married
6339,Jan,3,Thursday,Mazda,Urban,Monday,Feb,4,Male,Single
5831,Jul,4,Monday,Pontiac,Urban,Wednesday,Aug,1,Male,Single
3202,Oct,3,Saturday,Pontiac,Urban,Monday,Oct,3,Male,Married
13047,Aug,4,Monday,Chevrolet,Urban,Monday,Aug,4,Male,Married
6193,Aug,3,Thursday,Mazda,Urban,Thursday,Aug,3,Male,Married
4143,Jul,3,Saturday,Toyota,Urban,Thursday,Jul,3,Male,Married
5101,Jul,3,Friday,Mazda,Urban,Friday,Jul,3,Male,Single
6705,Jul,2,Saturday,Pontiac,Urban,Tuesday,Jul,2,Female,Single
9680,Jan,1,Wednesday,Honda,Urban,Wednesday,Jan,2,Female,Single
15103,Nov,2,Monday,Pontiac,Urban,Tuesday,Nov,2,Male,Single
10177,Jan,2,Wednesday,Toyota,Urban,Wednesday,Jan,2,Male,Married
14106,Jun,1,Wednesday,Pontiac,Urban,Tuesday,Jun,2,Male,Married
96,Nov,2,Friday,Toyota,Urban,Tuesday,Jan,1,Male,Married
4078,Jun,1,Saturday,Pontiac,Urban,Tuesday,Jun,2,Male,Married
14714,Aug,2,Friday,Mazda,Urban,Thursday,Aug,3,Male,Married
8882,Jun,2,Friday,Toyota,Urban,Monday,Jun,2,Male,Married
7032,Jan,1,Thursday,Pontiac,Rural,Tuesday,Jan,2,Male,Married
7625,Aug,1,Wednesday,Mazda,Urban,Wednesday,Aug,3,Female,Single
15059,Jan,2,Sunday,Chevrolet,Urban,Friday,Jan,2,Male,Married
2784,Jun,1,Saturday,VW,Urban,Tuesday,Jun,2,Male,Married
4834,Jul,3,Wednesday,Dodge,Urban,Monday,Jul,4,Female,Married
9355,Mar,3,Wednesday,Pontiac,Urban,Thursday,Mar,3,Female,Single
15095,May,4,Saturday,Pontiac,Urban,Monday,May,4,Female,Married
12119,May,2,Thursday,Honda,Urban,Monday,May,3,Male,Married
4872,Sep,3,Saturday,Chevrolet,Rural,Tuesday,Sep,4,Female,Married
5382,Feb,3,Wednesday,Toyota,Urban,Monday,Feb,4,Male,Married
8442,Dec,3,Thursday,Pontiac,Urban,Tuesday,Dec,4,Male,Married
905,Jan,5,Friday,Toyota,Urban,Friday,Feb,2,Male,Married
1219,Jul,1,Sunday,Pontiac,Urban,Tuesday,Jul,1,Male,Single
2316,May,5,Tuesday,Mazda,Urban,Monday,Jun,1,Male,Married
8526,Mar,3,Tuesday,Honda,Urban,Thursday,Apr,2,Male,Married
14708,Apr,3,Tuesday,Pontiac,Urban,Thursday,Apr,3,Male,Married
11091,Mar,3,Saturday,Chevrolet,Urban,Friday,Apr,2,Female,Single
483,Feb,4,Thursday,Chevrolet,Urban,Wednesday,Mar,2,Male,Single
14535,Nov,2,Tuesday,Toyota,Urban,Tuesday,Nov,2,Male,Single
4255,Feb,4,Tuesday,Pontiac,Urban,Tuesday,Mar,1,Male,Married
3894,Mar,2,Tuesday,Toyota,Urban,Thursday,Mar,3,Female,Divorced
14318,Aug,5,Tuesday,Honda,Urban,Tuesday,Aug,5,Male,Single
14289,May,4,Tuesday,Chevrolet,Urban,Wednesday,May,4,Male,Single
2920,Oct,2,Monday,Chevrolet,Urban,Tuesday,Oct,2,Male,Single
2223,Feb,3,Tuesday,Pontiac,Urban,Thursday,Mar,2,Female,Single
5348,Dec,5,Wednesday,Honda,Urban,Friday,Jan,2,Male,Married
7363,Mar,2,Wednesday,Mazda,Urban,Friday,Apr,1,Male,Married
3293,Jul,2,Saturday,Pontiac,Urban,Tuesday,Jul,2,Male,Married
10984,Jun,3,Friday,Honda,Urban,Tuesday,Jun,4,Male,Married
5447,Mar,1,Saturday,Pontiac,Urban,Monday,Mar,1,Male,Married
10796,Aug,4,Friday,Honda,Urban,Friday,Sep,1,Male,Married
14967,Jun,4,Sunday,Honda,Rural,Monday,Jun,4,Male,Single
15158,Jun,1,Sunday,Chevrolet,Urban,Wednesday,Jun,2,Male,Married
10896,Sep,3,Wednesday,Toyota,Urban,Tuesday,Sep,4,Female,Married
8746,Jan,2,Wednesday,Honda,Urban,Wednesday,Jan,2,Male,Married
6544,Oct,3,Wednesday,Toyota,Urban,Friday,Oct,4,Female,Married
1861,Mar,2,Monday,Toyota,Urban,Thursday,Mar,2,Male,Married
7344,Sep,2,Sunday,Mazda,Urban,Tuesday,Sep,2,Female,Single
6585,Jun,2,Monday,Pontiac,Urban,Monday,Jun,2,Male,Married
8924,Jul,1,Wednesday,Pontiac,Urban,Friday,Jul,2,Male,Married
6880,Jan,4,Thursday,Accura,Urban,Thursday,Feb,3,Male,Married
15183,Jun,1,Sunday,Honda,Rural,Monday,Jun,2,Female,Married
689,May,3,Tuesday,Mercury,Urban,Tuesday,Aug,5,Male,Married
1577,Mar,3,Tuesday,Chevrolet,Urban,Tuesday,Mar,3,Male,Married
14031,Oct,4,Sunday,Honda,Urban,Monday,Oct,5,Male,Single
12832,Sep,1,Monday,Chevrolet,Urban,Tuesday,Sep,3,Male,Married
1497,May,2,Friday,Chevrolet,Urban,Friday,May,2,Male,Married
563,Aug,3,Friday,Toyota,Urban,Tuesday,Aug,4,Male,Married
1524,Dec,4,Monday,Mazda,Urban,Friday,Dec,5,Male,Single
12891,Nov,5,Monday,Pontiac,Urban,Monday,Nov,5,Male,Single
13197,Aug,1,Saturday,Toyota,Urban,Friday,Aug,2,Male,Married
15111,Oct,3,Thursday,Honda,Urban,Friday,Oct,3,Male,Married
207,Sep,5,Friday,Mazda,Urban,Monday,Oct,1,Male,Single
11663,Aug,4,Thursday,Dodge,Urban,Thursday,Aug,4,Male,Married
952,Jul,4,Tuesday,Honda,Urban,Thursday,Jul,4,Male,Single
14455,Nov,4,Saturday,Honda,Urban,Monday,Nov,4,Male,Married
10497,Feb,1,Tuesday,Toyota,Urban,Monday,Feb,4,Male,Single
13203,Jun,5,Wednesday,Chevrolet,Urban,Saturday,Jul,1,Male,Married
4446,Mar,4,Friday,Pontiac,Urban,Wednesday,Mar,5,Male,Married
9507,Dec,4,Friday,Pontiac,Urban,Friday,Dec,5,Male,Married
4835,Jun,3,Sunday,Honda,Urban,Monday,Jun,3,Male,Married
2027,Mar,3,Monday,Accura,Urban,Thursday,Mar,3,Male,Married
13867,Jul,5,Monday,Ford,Rural,Thursday,Sep,3,Male,Married
14482,Apr,2,Saturday,Honda,Rural,Monday,Apr,2,Male,Married
13172,Apr,2,Tuesday,Honda,Urban,Friday,Apr,5,Male,Married
8073,May,2,Wednesday,Pontiac,Urban,Wednesday,May,2,Male,Single
2543,Aug,2,Wednesday,Honda,Urban,Wednesday,Aug,3,Female,Married
5605,Mar,4,Monday,Mazda,Urban,Tuesday,Apr,3,Male,Married
12855,Nov,1,Wednesday,Mazda,Urban,Thursday,Nov,1,Male,Married
13890,Aug,1,Thursday,Pontiac,Urban,Thursday,Aug,2,Female,Married
8295,Sep,3,Friday,Pontiac,Urban,Tuesday,Sep,3,Male,Married
3370,May,1,Thursday,Toyota,Urban,Friday,May,1,Male,Married
1082,Sep,5,Wednesday,Mazda,Urban,Friday,Sep,5,Male,Married
12605,May,3,Friday,Pontiac,Urban,Friday,May,4,Male,Married
5798,Aug,3,Friday,Accura,Urban,Monday,Sep,1,Male,Single
13314,Oct,4,Tuesday,Honda,Urban,Monday,Oct,5,Male,Single
2804,Oct,1,Thursday,Pontiac,Urban,Tuesday,Oct,5,Male,Single
8458,Dec,2,Wednesday,Pontiac,Urban,Wednesday,Dec,3,Male,Single
5701,Nov,1,Sunday,Mazda,Urban,Tuesday,Nov,2,Male,Single
12889,Jun,2,Saturday,Mazda,Rural,Monday,Jun,2,Male,Single
4308,Jun,1,Monday,Pontiac,Urban,Monday,Jun,2,Male,Married
7693,Nov,1,Wednesday,Honda,Urban,Friday,Nov,3,Male,Single
3256,May,5,Saturday,Pontiac,Urban,Monday,May,5,Male,Married
8469,Apr,4,Monday,Toyota,Urban,Wednesday,May,1,Male,Single
6200,Dec,2,Saturday,Pontiac,Urban,Monday,Dec,2,Male,Married
2068,May,1,Wednesday,Toyota,Rural,Monday,May,5,Male,Married
15307,Feb,2,Tuesday,Pontiac,Urban,Wednesday,Feb,2,Male,Married
13301,Nov,2,Monday,VW,Urban,Friday,Nov,4,Male,Married
10609,Aug,3,Wednesday,Toyota,Urban,Thursday,Aug,3,Male,Married
10808,Sep,4,Wednesday,Pontiac,Urban,Wednesday,Sep,4,Female,Married
10996,Mar,3,Saturday,Mazda,Urban,Monday,Mar,3,Male,Married
3473,Jun,1,Wednesday,Accura,Urban,Monday,Jun,1,Male,Single
9753,Apr,2,Monday,Toyota,Urban,Wednesday,Apr,2,Male,Married
12542,Nov,1,Friday,Pontiac,Urban,Tuesday,Nov,2,Female,Married
9005,Jul,3,Monday,Pontiac,Urban,Tuesday,Jul,3,Male,Married
1485,Sep,3,Monday,Honda,Urban,Monday,Sep,3,Male,Married
14901,May,1,Wednesday,Mazda,Urban,Friday,May,1,Male,Married
4316,Jun,1,Monday,Pontiac,Rural,Tuesday,Jun,2,Male,Married
6907,Jun,4,Friday,Toyota,Urban,Monday,Jun,4,Male,Single
6056,Oct,2,Saturday,Honda,Rural,Thursday,Oct,3,Male,Married
5391,Jan,3,Thursday,Toyota,Urban,Friday,Jan,4,Male,Married
9228,May,3,Saturday,Toyota,Urban,Monday,May,4,Male,Married
4531,Apr,5,Thursday,Pontiac,Urban,Friday,Jul,5,Male,Single
1903,Mar,2,Wednesday,Honda,Urban,Wednesday,Mar,4,Male,Divorced
2733,Mar,2,Friday,Mazda,Urban,Wednesday,May,3,Male,Single
4731,Dec,5,Friday,Pontiac,Urban,Tuesday,Jan,1,Female,Single
4720,Dec,1,Monday,Honda,Urban,Friday,Dec,3,Male,Married
2105,Feb,4,Wednesday,Pontiac,Urban,Friday,Feb,4,Male,Married
2672,Sep,2,Thursday,Pontiac,Urban,Friday,Sep,2,Male,Married
10010,Sep,1,Monday,Mazda,Urban,Tuesday,Sep,1,Male,Married
3133,Jul,3,Saturday,Pontiac,Urban,Monday,Jul,3,Male,Single
12627,Mar,1,Saturday,Pontiac,Urban,Monday,Mar,3,Male,Married
