age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,uid
26,student,single,secondary,no,477,no,no,cellular,9,feb,58,2,-1,0,unknown,no,30920
33,housemaid,single,secondary,no,191,no,no,cellular,9,feb,118,2,-1,0,unknown,no,30921
56,management,divorced,tertiary,no,505,no,no,cellular,9,feb,108,2,199,3,other,no,30922
39,blue-collar,married,secondary,no,20,yes,no,cellular,9,feb,686,5,279,1,failure,no,30923
52,technician,married,unknown,no,2709,yes,no,telephone,9,feb,48,7,-1,0,unknown,no,30924
46,services,married,secondary,no,561,yes,no,cellular,9,feb,84,4,256,7,failure,no,30925
34,admin.,married,secondary,no,764,no,no,cellular,9,feb,89,2,-1,0,unknown,no,30926
29,unemployed,single,tertiary,no,0,yes,no,cellular,9,feb,102,3,12,3,other,no,30927
40,technician,married,tertiary,no,516,yes,no,cellular,9,feb,175,5,12,1,other,no,30928
29,management,married,secondary,no,160,no,no,cellular,9,feb,844,2,-1,0,unknown,no,30929
29,management,single,tertiary,no,176,no,no,cellular,9,feb,204,2,-1,0,unknown,no,30930
43,unemployed,married,tertiary,no,58,yes,no,cellular,9,feb,48,4,-1,0,unknown,no,30931
48,technician,married,tertiary,no,150,yes,no,cellular,9,feb,168,2,203,7,failure,no,30932
34,admin.,married,secondary,no,0,yes,no,cellular,9,feb,30,4,-1,0,unknown,no,30933
31,unemployed,single,tertiary,no,381,yes,no,cellular,9,feb,42,2,-1,0,unknown,no,30934
27,management,single,tertiary,no,10,no,no,cellular,9,feb,17,3,-1,0,unknown,no,30935
54,blue-collar,married,secondary,no,2047,no,no,telephone,9,feb,150,7,194,6,failure,no,30936
49,blue-collar,single,primary,no,48,no,no,cellular,9,feb,433,3,-1,0,unknown,no,30937
27,unemployed,single,secondary,no,154,no,no,telephone,9,feb,24,5,-1,0,unknown,no,30938
48,blue-collar,married,secondary,no,861,no,no,telephone,9,feb,49,6,-1,0,unknown,no,30939
29,technician,single,secondary,no,28,no,no,cellular,9,feb,96,2,-1,0,unknown,no,30940
35,blue-collar,single,secondary,no,0,yes,no,cellular,9,feb,226,3,280,1,other,no,30941
42,services,divorced,primary,no,0,yes,no,cellular,9,feb,216,2,-1,0,unknown,no,30942
35,blue-collar,married,secondary,no,-100,yes,no,telephone,9,feb,13,7,272,9,failure,no,30943
28,admin.,single,tertiary,no,164,yes,no,cellular,9,feb,92,7,-1,0,unknown,no,30944
58,blue-collar,married,primary,no,42,yes,no,cellular,9,feb,96,6,264,3,failure,no,30945
60,technician,married,secondary,no,21,no,no,telephone,9,feb,172,4,-1,0,unknown,no,30946
40,entrepreneur,divorced,secondary,no,201,yes,no,cellular,9,feb,25,2,-1,0,unknown,no,30947
30,technician,single,secondary,no,237,no,no,cellular,9,feb,112,2,-1,0,unknown,no,30948
37,management,married,tertiary,no,784,yes,no,cellular,9,feb,41,3,-1,0,unknown,no,30949
34,unemployed,married,tertiary,no,582,yes,no,cellular,9,feb,189,3,-1,0,unknown,no,30950
31,entrepreneur,single,secondary,no,937,yes,no,cellular,9,feb,51,3,-1,0,unknown,no,30951
44,admin.,divorced,secondary,no,432,no,no,cellular,9,feb,132,3,-1,0,unknown,no,30952
53,blue-collar,divorced,secondary,no,-376,yes,no,cellular,9,feb,90,2,-1,0,unknown,no,30953
52,management,married,tertiary,no,1646,no,yes,cellular,9,feb,92,3,-1,0,unknown,no,30954
36,unemployed,single,secondary,no,115,no,no,cellular,9,feb,71,2,-1,0,unknown,no,30955
40,blue-collar,married,primary,no,1389,yes,no,cellular,9,feb,161,5,-1,0,unknown,no,30956
45,blue-collar,married,secondary,no,4365,no,yes,cellular,9,feb,45,2,-1,0,unknown,no,30957
48,blue-collar,married,primary,no,683,yes,no,cellular,9,feb,144,5,209,12,failure,no,30958
46,services,married,secondary,no,692,yes,no,cellular,9,feb,388,3,257,2,failure,no,30959
29,technician,single,tertiary,no,673,yes,no,cellular,9,feb,835,3,-1,0,unknown,yes,30960
28,services,single,secondary,no,217,yes,no,cellular,9,feb,379,3,-1,0,unknown,no,30961
31,management,single,tertiary,no,43,yes,no,cellular,9,feb,297,7,-1,0,unknown,no,30962
27,management,single,tertiary,no,406,no,no,cellular,9,feb,269,9,-1,0,unknown,no,30963
49,unemployed,single,tertiary,no,631,no,no,cellular,9,feb,140,6,12,1,other,no,30964
48,entrepreneur,married,tertiary,no,354,yes,no,cellular,9,feb,37,4,-1,0,unknown,no,30965
31,blue-collar,single,secondary,no,42,no,no,cellular,9,feb,473,3,12,2,other,no,30966
32,unemployed,single,tertiary,no,586,yes,no,cellular,9,feb,12,5,-1,0,unknown,no,30967
27,unemployed,single,secondary,no,1301,no,no,cellular,9,feb,817,5,-1,0,unknown,no,30968
34,housemaid,married,tertiary,no,677,no,no,cellular,9,feb,37,2,-1,0,unknown,no,30969
41,self-employed,divorced,tertiary,no,1256,no,no,telephone,9,feb,147,3,-1,0,unknown,no,30970
27,unemployed,single,primary,no,799,no,no,cellular,9,feb,106,4,-1,0,unknown,no,30971
30,self-employed,single,primary,no,163,no,no,cellular,9,feb,224,3,-1,0,unknown,no,30972
51,management,married,tertiary,no,285,no,no,cellular,9,feb,278,2,-1,0,unknown,no,30973
42,technician,single,secondary,no,49,no,no,cellular,9,feb,7,10,-1,0,unknown,no,30974
30,management,single,tertiary,no,82,no,no,cellular,9,feb,48,3,-1,0,unknown,no,30975
31,management,single,tertiary,no,153,no,no,cellular,9,feb,65,3,-1,0,unknown,no,30976
45,unemployed,single,secondary,no,17609,no,no,cellular,9,feb,222,6,-1,0,unknown,no,30977
54,management,married,secondary,no,2895,yes,no,cellular,9,feb,20,2,256,1,failure,no,30978
49,housemaid,divorced,secondary,no,267,no,no,telephone,9,feb,23,5,-1,0,unknown,no,30979
44,unemployed,married,primary,yes,-43,yes,no,cellular,9,feb,290,6,-1,0,unknown,no,30980
47,blue-collar,married,secondary,no,0,yes,no,cellular,9,feb,168,4,180,2,other,no,30981
34,blue-collar,single,primary,yes,81,no,yes,cellular,9,feb,44,2,-1,0,unknown,no,30982
41,unemployed,married,secondary,no,5608,no,no,cellular,9,feb,64,2,-1,0,unknown,no,30983
44,self-employed,married,secondary,no,304,yes,no,telephone,9,feb,15,5,-1,0,unknown,no,30984
40,blue-collar,married,primary,no,3462,yes,no,cellular,9,feb,171,3,277,4,other,no,30985
28,management,single,tertiary,no,385,no,yes,cellular,9,feb,79,4,193,7,failure,no,30986
37,unemployed,married,secondary,no,356,no,no,cellular,9,feb,33,2,216,1,failure,no,30987
33,blue-collar,married,secondary,no,93,no,no,telephone,9,feb,211,5,-1,0,unknown,no,30988
26,services,single,secondary,no,1114,no,no,cellular,9,feb,44,2,-1,0,unknown,no,30989
33,technician,single,secondary,no,0,yes,no,cellular,9,feb,91,3,236,4,other,no,30990
42,management,single,tertiary,no,1285,yes,no,cellular,9,feb,21,3,252,4,other,no,30991
36,entrepreneur,married,secondary,no,546,no,no,cellular,9,feb,297,3,-1,0,unknown,no,30992
49,services,married,secondary,no,320,no,no,telephone,9,feb,1971,4,-1,0,unknown,yes,30993
32,blue-collar,single,tertiary,no,358,no,no,cellular,9,feb,103,3,-1,0,unknown,no,30994
32,management,single,tertiary,no,261,no,no,cellular,9,feb,13,5,-1,0,unknown,no,30995
27,management,single,unknown,no,3196,no,no,cellular,9,feb,10,2,-1,0,unknown,no,30996
41,services,married,unknown,no,230,yes,no,cellular,9,feb,155,3,-1,0,unknown,no,30997
41,unemployed,married,primary,no,819,no,no,cellular,9,feb,244,3,-1,0,unknown,no,30998
51,admin.,married,secondary,no,-229,no,no,cellular,9,feb,18,3,12,1,other,no,30999
32,blue-collar,married,secondary,no,316,yes,no,cellular,9,feb,14,4,-1,0,unknown,no,31000
32,management,single,tertiary,no,19985,no,no,cellular,9,feb,616,5,-1,0,unknown,no,31001
29,technician,single,secondary,no,362,no,no,cellular,9,feb,826,7,-1,0,unknown,no,31002
31,technician,single,tertiary,no,830,yes,no,cellular,9,feb,150,3,-1,0,unknown,no,31003
27,admin.,single,secondary,no,-172,no,yes,cellular,9,feb,125,5,-1,0,unknown,no,31004
25,management,married,tertiary,no,103,no,no,cellular,10,feb,52,9,-1,0,unknown,no,31005
24,self-employed,single,unknown,no,1179,no,no,cellular,10,feb,122,1,-1,0,unknown,no,31006
34,admin.,married,secondary,no,0,yes,no,cellular,10,feb,97,1,85,1,failure,yes,31007
53,management,married,tertiary,no,8627,no,no,cellular,10,feb,66,1,-1,0,unknown,no,31008
36,technician,married,tertiary,no,99,yes,yes,cellular,10,feb,86,1,85,1,failure,no,31009
47,blue-collar,married,secondary,no,292,no,no,cellular,10,feb,277,1,-1,0,unknown,yes,31010
42,technician,married,tertiary,no,757,no,no,cellular,10,feb,154,1,-1,0,unknown,yes,31011
37,services,single,secondary,no,248,yes,no,cellular,10,feb,77,1,279,2,failure,no,31012
38,management,married,tertiary,no,184,no,no,cellular,10,feb,64,2,188,2,failure,no,31013
38,unemployed,married,tertiary,no,380,no,no,cellular,10,feb,100,1,-1,0,unknown,no,31014
51,technician,married,tertiary,no,1347,yes,yes,cellular,10,feb,160,1,243,1,failure,yes,31015
43,management,married,tertiary,no,40,no,no,cellular,10,feb,147,1,-1,0,unknown,yes,31016
61,retired,married,tertiary,no,1257,no,no,cellular,10,feb,503,1,-1,0,unknown,yes,31017
35,technician,single,secondary,no,1693,yes,no,cellular,10,feb,515,1,-1,0,unknown,yes,31018
66,unemployed,single,primary,no,1323,no,no,telephone,10,feb,207,11,-1,0,unknown,no,31019
38,management,divorced,tertiary,no,0,no,no,cellular,10,feb,49,3,-1,0,unknown,no,31020
40,blue-collar,married,secondary,no,5060,no,no,cellular,10,feb,154,2,93,1,success,yes,31021
59,blue-collar,married,primary,no,1723,no,no,cellular,10,feb,39,3,-1,0,unknown,no,31022
27,admin.,married,tertiary,no,73,no,no,cellular,10,feb,159,1,-1,0,unknown,yes,31023
31,management,divorced,tertiary,no,373,no,no,cellular,10,feb,132,6,-1,0,unknown,yes,31024
44,technician,married,secondary,no,2981,yes,yes,cellular,10,feb,118,2,-1,0,unknown,no,31025
36,self-employed,married,tertiary,no,2012,no,no,cellular,10,feb,188,7,-1,0,unknown,no,31026
33,self-employed,married,tertiary,no,627,yes,no,cellular,10,feb,208,2,-1,0,unknown,no,31027
32,student,single,tertiary,no,1138,no,no,telephone,10,feb,402,3,-1,0,unknown,yes,31028
30,unemployed,single,tertiary,no,302,no,no,cellular,11,feb,528,3,-1,0,unknown,yes,31029
57,technician,married,tertiary,no,2887,yes,no,cellular,11,feb,123,1,-1,0,unknown,no,31030
31,management,married,tertiary,no,3,yes,yes,cellular,11,feb,331,1,-1,0,unknown,yes,31031
33,management,married,secondary,no,369,no,no,cellular,11,feb,446,1,-1,0,unknown,yes,31032
69,retired,married,primary,no,2346,no,no,cellular,11,feb,354,2,-1,0,unknown,yes,31033
39,management,married,secondary,no,363,yes,yes,cellular,11,feb,67,1,209,1,failure,no,31034
31,admin.,single,secondary,no,554,yes,no,cellular,11,feb,80,1,6,1,failure,no,31035
40,technician,divorced,tertiary,no,4736,yes,no,cellular,11,feb,285,2,-1,0,unknown,yes,31036
28,admin.,married,tertiary,no,174,yes,yes,cellular,11,feb,56,1,184,2,failure,no,31037
54,management,divorced,tertiary,no,26306,yes,no,cellular,11,feb,27,1,84,3,failure,no,31038
26,management,single,tertiary,no,1222,no,yes,cellular,11,feb,108,1,-1,0,unknown,no,31039
58,management,divorced,tertiary,no,26831,no,no,cellular,11,feb,56,18,-1,0,unknown,no,31040
58,technician,married,primary,no,4198,no,no,cellular,11,feb,309,5,-1,0,unknown,no,31041
19,student,single,unknown,no,0,no,no,cellular,11,feb,123,3,-1,0,unknown,no,31042
31,management,single,secondary,yes,0,no,no,cellular,11,feb,112,4,85,2,failure,no,31043
30,services,single,secondary,no,1599,no,no,cellular,11,feb,152,2,-1,0,unknown,yes,31044
41,technician,married,secondary,no,1066,no,no,cellular,11,feb,109,3,-1,0,unknown,yes,31045
46,management,married,tertiary,no,2732,yes,no,telephone,11,feb,184,2,-1,0,unknown,no,31046
31,management,married,tertiary,no,2603,yes,no,cellular,11,feb,280,4,-1,0,unknown,yes,31047
22,student,single,secondary,no,381,no,no,cellular,12,feb,227,1,-1,0,unknown,yes,31048
20,student,single,secondary,no,1191,no,no,cellular,12,feb,274,1,-1,0,unknown,no,31049
22,admin.,single,secondary,no,33,no,no,cellular,12,feb,369,1,-1,0,unknown,yes,31050
37,admin.,married,secondary,no,1314,yes,no,cellular,12,feb,118,4,210,3,failure,yes,31051
83,retired,single,primary,no,3349,no,no,telephone,12,feb,89,1,-1,0,unknown,no,31052
71,retired,married,unknown,no,362,no,no,telephone,12,feb,139,2,-1,0,unknown,no,31053
33,management,married,tertiary,no,1778,no,no,cellular,12,feb,388,1,-1,0,unknown,yes,31054
48,management,single,tertiary,no,5689,no,no,cellular,12,feb,262,1,-1,0,unknown,yes,31055
85,retired,married,primary,no,12114,no,no,telephone,12,feb,165,2,-1,0,unknown,yes,31056
43,management,divorced,tertiary,no,36,no,no,cellular,13,feb,61,1,193,1,failure,no,31057
72,retired,married,tertiary,no,0,no,no,cellular,13,feb,99,1,-1,0,unknown,yes,31058
46,admin.,divorced,secondary,no,2232,no,no,cellular,13,feb,121,1,-1,0,unknown,yes,31059
36,admin.,single,tertiary,no,635,no,no,cellular,13,feb,56,1,-1,0,unknown,no,31060
26,technician,single,tertiary,no,11862,no,no,cellular,13,feb,119,1,-1,0,unknown,yes,31061
37,technician,married,tertiary,no,127,yes,no,cellular,13,feb,71,1,-1,0,unknown,yes,31062
63,retired,divorced,secondary,no,859,no,no,cellular,13,feb,92,1,-1,0,unknown,no,31063
45,technician,married,secondary,no,2403,no,no,cellular,13,feb,147,2,84,1,failure,no,31064
53,management,divorced,tertiary,no,2152,no,no,cellular,13,feb,75,3,-1,0,unknown,yes,31065
33,management,single,tertiary,no,3552,no,no,cellular,13,feb,158,2,85,3,failure,yes,31066
63,retired,married,tertiary,no,133,yes,no,cellular,13,feb,104,2,-1,0,unknown,no,31067
27,admin.,single,tertiary,no,4991,yes,no,cellular,13,feb,123,1,-1,0,unknown,no,31068
54,management,married,tertiary,no,2960,yes,no,cellular,13,feb,94,9,85,1,failure,no,31069
90,retired,divorced,secondary,no,1,no,no,cellular,13,feb,152,3,-1,0,unknown,yes,31070
27,self-employed,single,tertiary,no,970,yes,no,cellular,13,feb,55,2,-1,0,unknown,no,31071
54,admin.,divorced,secondary,no,1872,no,no,cellular,13,feb,439,5,-1,0,unknown,yes,31072
67,retired,married,tertiary,no,1341,no,no,cellular,13,feb,706,1,-1,0,unknown,yes,31073
27,student,single,tertiary,no,3733,yes,no,telephone,13,feb,299,6,-1,0,unknown,yes,31074
64,technician,married,secondary,no,1473,yes,no,cellular,13,feb,121,2,-1,0,unknown,no,31075
42,management,divorced,unknown,no,7702,no,no,cellular,16,feb,138,2,-1,0,unknown,yes,31076
38,self-employed,married,secondary,no,187,no,yes,telephone,16,feb,66,21,-1,0,unknown,no,31077
71,retired,married,primary,no,4657,no,no,cellular,16,feb,93,5,-1,0,unknown,yes,31078
35,student,single,secondary,no,188,yes,no,cellular,16,feb,75,3,200,5,failure,yes,31079
58,retired,married,secondary,no,4700,no,no,telephone,16,feb,93,6,-1,0,unknown,no,31080
44,admin.,divorced,secondary,no,397,yes,yes,cellular,16,feb,127,1,257,1,other,yes,31081
42,unemployed,single,unknown,no,3274,yes,no,cellular,16,feb,137,1,-1,0,unknown,no,31082
47,entrepreneur,married,tertiary,no,0,no,no,cellular,16,feb,261,2,-1,0,unknown,yes,31083
44,admin.,married,tertiary,no,348,yes,yes,cellular,16,feb,170,2,-1,0,unknown,yes,31084
37,technician,single,secondary,no,2442,no,no,cellular,16,feb,91,3,-1,0,unknown,yes,31085
37,services,married,secondary,no,1543,yes,no,cellular,16,feb,138,2,-1,0,unknown,yes,31086
28,self-employed,single,tertiary,no,805,no,no,cellular,16,feb,331,1,-1,0,unknown,yes,31087
64,management,married,primary,no,0,yes,no,cellular,16,feb,65,1,-1,0,unknown,no,31088
27,self-employed,single,tertiary,no,516,no,no,cellular,16,feb,57,1,-1,0,unknown,no,31089
82,retired,married,tertiary,no,278,no,no,cellular,16,feb,223,7,-1,0,unknown,no,31090
21,blue-collar,single,secondary,no,2265,no,no,cellular,17,feb,92,2,-1,0,unknown,yes,31091
36,admin.,married,secondary,no,953,yes,no,cellular,17,feb,38,1,-1,0,unknown,no,31092
51,technician,married,secondary,no,195,yes,no,cellular,17,feb,105,1,92,1,failure,no,31093
25,management,single,tertiary,no,2506,no,no,cellular,17,feb,485,1,-1,0,unknown,yes,31094
63,retired,married,secondary,no,1612,no,no,telephone,17,feb,233,2,-1,0,unknown,yes,31095
60,housemaid,divorced,secondary,no,2063,no,no,cellular,17,feb,73,2,-1,0,unknown,no,31096
32,management,single,tertiary,no,312,no,no,cellular,17,feb,232,2,-1,0,unknown,yes,31097
51,technician,married,secondary,no,196,yes,yes,cellular,17,feb,88,1,-1,0,unknown,yes,31098
59,management,married,tertiary,no,1831,no,no,cellular,17,feb,122,1,92,1,failure,no,31099
73,retired,married,tertiary,no,459,no,no,cellular,17,feb,281,1,-1,0,unknown,yes,31100
26,student,single,secondary,no,620,no,no,cellular,17,feb,104,1,-1,0,unknown,yes,31101
74,retired,married,secondary,no,1714,no,no,telephone,17,feb,127,1,-1,0,unknown,yes,31102
62,management,divorced,tertiary,no,5943,no,no,telephone,17,feb,196,4,-1,0,unknown,yes,31103
65,retired,married,tertiary,no,2416,no,no,cellular,17,feb,221,2,-1,0,unknown,yes,31104
57,blue-collar,married,primary,no,403,yes,no,telephone,17,feb,63,2,-1,0,unknown,no,31105
47,technician,married,secondary,no,335,no,no,cellular,17,feb,226,1,-1,0,unknown,yes,31106
62,retired,married,unknown,no,800,no,no,cellular,17,feb,737,1,-1,0,unknown,yes,31107
38,admin.,married,secondary,no,755,yes,no,cellular,17,feb,120,1,-1,0,unknown,yes,31108
71,retired,married,secondary,no,2850,no,no,cellular,17,feb,185,1,-1,0,unknown,yes,31109
29,services,married,secondary,no,1135,yes,no,cellular,17,feb,323,1,-1,0,unknown,yes,31110
26,admin.,single,secondary,no,827,yes,no,cellular,17,feb,97,1,-1,0,unknown,no,31111
61,retired,married,primary,no,197,no,no,cellular,17,feb,113,1,-1,0,unknown,yes,31112
29,self-employed,single,tertiary,no,8749,no,no,telephone,17,feb,141,7,-1,0,unknown,no,31113
31,services,single,tertiary,no,2332,no,no,cellular,17,feb,228,1,-1,0,unknown,no,31114
64,retired,divorced,primary,no,315,no,no,cellular,17,feb,154,1,-1,0,unknown,yes,31115
57,retired,divorced,primary,no,720,no,no,telephone,17,feb,202,4,-1,0,unknown,yes,31116
75,retired,married,primary,no,358,no,no,cellular,17,feb,364,11,-1,0,unknown,yes,31117
54,management,married,tertiary,no,511,no,no,cellular,17,feb,1201,3,-1,0,unknown,no,31118
37,management,married,tertiary,no,5355,no,no,telephone,17,feb,466,4,-1,0,unknown,yes,31119
68,retired,married,secondary,no,445,no,no,cellular,18,feb,475,1,-1,0,unknown,yes,31120
29,management,single,tertiary,no,5359,no,no,cellular,18,feb,147,1,-1,0,unknown,yes,31121
61,technician,married,tertiary,no,1263,no,no,telephone,18,feb,176,4,-1,0,unknown,no,31122
51,entrepreneur,married,primary,no,1443,no,no,cellular,18,feb,172,10,-1,0,unknown,yes,31123
41,technician,divorced,secondary,no,4047,yes,no,cellular,18,feb,343,1,-1,0,unknown,yes,31124
24,student,single,secondary,no,23878,no,no,cellular,18,feb,185,1,-1,0,unknown,yes,31125
78,retired,married,primary,no,158,no,no,cellular,18,feb,360,1,-1,0,unknown,no,31126
24,blue-collar,single,secondary,no,167,no,yes,cellular,18,feb,134,2,-1,0,unknown,yes,31127
39,management,single,tertiary,no,0,yes,no,cellular,18,feb,224,3,-1,0,unknown,yes,31128
59,retired,married,secondary,no,26,no,no,cellular,18,feb,92,3,-1,0,unknown,no,31129
59,unemployed,married,secondary,no,1047,no,no,cellular,18,feb,83,3,-1,0,unknown,yes,31130
85,retired,divorced,primary,no,7613,no,no,cellular,18,feb,355,3,-1,0,unknown,yes,31131
31,management,married,tertiary,no,131,no,no,cellular,18,feb,332,2,-1,0,unknown,yes,31132
32,technician,single,tertiary,no,2340,no,no,cellular,18,feb,89,2,-1,0,unknown,yes,31133
29,management,single,tertiary,no,15459,no,no,cellular,18,feb,264,7,-1,0,unknown,yes,31134
51,technician,married,secondary,no,117,no,no,cellular,18,feb,442,2,-1,0,unknown,yes,31135
39,technician,married,secondary,no,2266,no,no,cellular,18,feb,208,4,-1,0,unknown,yes,31136
28,student,single,secondary,no,0,no,no,cellular,18,feb,209,20,-1,0,unknown,yes,31137
39,technician,married,secondary,no,4101,yes,no,cellular,18,feb,146,2,264,1,other,yes,31138
28,admin.,single,secondary,no,119,no,no,cellular,19,feb,260,3,-1,0,unknown,no,31139
30,technician,single,tertiary,no,985,yes,no,cellular,19,feb,88,2,-1,0,unknown,no,31140
56,management,divorced,tertiary,no,722,no,no,cellular,19,feb,134,3,94,2,failure,no,31141
21,student,single,secondary,no,164,no,no,cellular,19,feb,78,5,-1,0,unknown,no,31142
44,management,married,primary,no,558,no,no,cellular,19,feb,268,5,-1,0,unknown,yes,31143
25,student,married,tertiary,no,4923,yes,yes,cellular,19,feb,266,2,219,12,other,no,31144
26,admin.,single,secondary,no,2509,no,no,cellular,19,feb,654,3,-1,0,unknown,yes,31145
80,retired,married,primary,no,1021,no,no,telephone,26,feb,37,1,-1,0,unknown,no,31146
28,management,single,tertiary,no,1287,yes,no,cellular,26,feb,65,1,-1,0,unknown,yes,31147
48,management,married,tertiary,no,1808,yes,no,cellular,26,feb,245,1,-1,0,unknown,yes,31148
37,technician,single,secondary,no,1130,no,no,cellular,26,feb,152,1,-1,0,unknown,yes,31149
71,retired,married,tertiary,no,653,no,no,telephone,26,feb,367,1,-1,0,unknown,yes,31150
62,housemaid,married,unknown,no,2021,no,no,telephone,26,feb,361,1,-1,0,unknown,yes,31151
78,retired,married,primary,no,2735,no,no,telephone,26,feb,418,2,-1,0,unknown,no,31152
26,blue-collar,single,secondary,no,834,no,no,cellular,26,feb,90,1,-1,0,unknown,no,31153
28,management,single,tertiary,no,3611,no,no,cellular,26,feb,141,2,-1,0,unknown,yes,31154
36,management,divorced,tertiary,no,-1,no,no,cellular,26,feb,88,3,-1,0,unknown,no,31155
25,student,single,unknown,no,2503,no,no,cellular,26,feb,100,2,-1,0,unknown,no,31156
29,student,single,secondary,no,48,no,no,cellular,26,feb,51,1,-1,0,unknown,no,31157
26,admin.,single,tertiary,no,313,no,yes,cellular,26,feb,210,2,-1,0,unknown,yes,31158
43,unemployed,single,tertiary,no,983,yes,no,cellular,26,feb,97,1,-1,0,unknown,yes,31159
56,services,divorced,secondary,no,935,no,no,cellular,26,feb,112,1,227,2,failure,no,31160
35,technician,divorced,secondary,no,2823,yes,no,cellular,26,feb,74,1,24,1,failure,no,31161
34,services,single,tertiary,no,88,no,no,cellular,26,feb,180,1,-1,0,unknown,no,31162
54,blue-collar,married,primary,no,258,no,no,telephone,26,feb,29,1,-1,0,unknown,no,31163
27,unknown,single,secondary,no,1187,no,no,telephone,26,feb,232,1,101,1,failure,yes,31164
29,admin.,married,tertiary,no,238,no,no,cellular,26,feb,79,1,-1,0,unknown,no,31165
43,admin.,married,secondary,no,477,yes,no,cellular,27,feb,476,2,-1,0,unknown,no,31166
41,management,married,tertiary,no,144,no,no,cellular,27,feb,123,3,-1,0,unknown,no,31167
38,student,single,tertiary,no,807,no,no,cellular,27,feb,74,2,-1,0,unknown,no,31168
49,self-employed,married,tertiary,no,503,yes,no,cellular,27,feb,118,5,21,5,failure,no,31169
36,admin.,married,secondary,no,725,yes,no,cellular,27,feb,123,3,99,8,failure,no,31170
45,management,married,tertiary,no,273,yes,no,cellular,27,feb,94,2,-1,0,unknown,no,31171
36,technician,married,secondary,no,6384,yes,yes,cellular,27,feb,59,1,101,1,failure,no,31172
41,technician,married,secondary,no,349,no,yes,cellular,27,feb,48,1,-1,0,unknown,no,31173
30,management,single,tertiary,no,5561,yes,no,cellular,27,feb,195,1,100,1,success,yes,31174
53,technician,married,secondary,no,264,no,no,telephone,27,feb,429,4,-1,0,unknown,no,31175
30,technician,single,secondary,no,601,no,no,cellular,27,feb,154,1,-1,0,unknown,no,31176
29,management,single,tertiary,no,1275,yes,yes,cellular,27,feb,45,1,-1,0,unknown,no,31177
25,admin.,single,tertiary,no,760,yes,no,cellular,27,feb,58,2,-1,0,unknown,no,31178
50,management,married,unknown,no,8345,no,no,cellular,27,feb,194,1,261,1,failure,yes,31179
34,blue-collar,married,primary,no,-398,yes,no,cellular,27,feb,47,8,-1,0,unknown,no,31180
25,technician,single,secondary,no,1231,yes,no,cellular,27,feb,412,5,-1,0,unknown,yes,31181
25,admin.,single,tertiary,no,3730,yes,no,cellular,27,feb,353,1,-1,0,unknown,yes,31182
30,management,single,tertiary,no,617,no,no,cellular,27,feb,192,2,-1,0,unknown,yes,31183
73,retired,married,tertiary,no,1641,yes,no,cellular,27,feb,49,2,-1,0,unknown,yes,31184
31,management,single,tertiary,no,924,no,no,cellular,27,feb,172,1,-1,0,unknown,yes,31185
47,management,married,tertiary,no,1147,no,no,cellular,27,feb,204,1,-1,0,unknown,no,31186
37,management,married,tertiary,no,708,yes,no,cellular,27,feb,32,4,225,3,failure,no,31187
28,technician,single,tertiary,no,2489,yes,no,telephone,27,feb,342,2,-1,0,unknown,yes,31188
66,retired,married,secondary,no,995,no,no,cellular,27,feb,131,2,-1,0,unknown,yes,31189
75,retired,married,secondary,no,1470,no,no,telephone,27,feb,49,1,-1,0,unknown,no,31190
41,management,married,secondary,no,280,yes,no,cellular,27,feb,87,2,-1,0,unknown,yes,31191
46,technician,married,secondary,no,3434,no,yes,cellular,27,feb,115,1,-1,0,unknown,yes,31192
42,unemployed,married,tertiary,no,576,no,no,cellular,27,feb,156,1,-1,0,unknown,yes,31193
28,technician,single,secondary,no,1363,no,no,cellular,27,feb,79,1,-1,0,unknown,yes,31194
45,technician,single,secondary,no,4367,yes,no,cellular,27,feb,71,1,-1,0,unknown,no,31195
37,admin.,married,secondary,no,3427,no,no,cellular,27,feb,46,1,-1,0,unknown,no,31196
33,technician,single,tertiary,no,1636,yes,no,cellular,27,feb,165,1,-1,0,unknown,yes,31197
30,unknown,single,tertiary,no,6836,no,no,cellular,27,feb,30,3,-1,0,unknown,no,31198
38,technician,married,secondary,no,5115,yes,no,cellular,27,feb,99,1,102,6,success,yes,31199
39,blue-collar,single,primary,no,581,yes,no,cellular,27,feb,233,1,270,1,other,yes,31200
33,admin.,single,secondary,no,607,no,no,cellular,27,feb,110,2,-1,0,unknown,yes,31201
42,services,married,secondary,no,1376,yes,no,cellular,2,mar,712,4,-1,0,unknown,yes,31202
33,technician,married,secondary,no,218,yes,yes,telephone,2,mar,169,4,-1,0,unknown,no,31203
31,management,married,tertiary,no,2667,yes,no,cellular,2,mar,73,2,-1,0,unknown,no,31204
34,management,married,tertiary,no,1036,yes,no,cellular,2,mar,78,4,103,7,failure,no,31205
28,technician,single,tertiary,no,356,no,no,cellular,2,mar,76,2,-1,0,unknown,no,31206
35,services,married,secondary,no,52,yes,no,cellular,2,mar,378,4,-1,0,unknown,yes,31207
36,technician,divorced,tertiary,no,1381,no,no,cellular,2,mar,149,1,-1,0,unknown,no,31208
55,technician,married,secondary,no,0,yes,yes,cellular,2,mar,116,1,-1,0,unknown,yes,31209
62,unknown,married,secondary,no,367,no,no,telephone,2,mar,139,5,-1,0,unknown,no,31210
